chrom chromStart chromEnd signalValue
chr2 204577579 204577813 6.65129
chr2 204601288 204601388 8.01783
chr2 204942980 204943086 7.56399
chr2 204976838 204977034 6.25641
chr2 205128707 205128811 7.70945
chr2 205129803 205129903 8.01783
chr2 206639263 206639382 7.92667
chr2 206673361 206673465 7.70945
chr2 207040965 207041500 3.26179
chr2 207046265 207056343 1.38524
chr2 207081820 207083646 3.30611
chr2 207099087 207100262 2.4485
chr2 207104938 207105148 5.16555
chr2 207111238 207146515 2.31293
chr2 207166664 207176417 1.53295
chr2 207196443 207209215 1.55834
chr2 207284473 207360636 1.86641
chr2 207361761 207397624 1.50974
chr2 207415049 207440736 1.35136
chr2 207448852 207457600 1.47724
chr2 207463824 207540686 1.67272
chr2 207546498 207577079 1.48673
chr2 207590481 207604159 1.4034
chr2 207604552 207634958 1.58215
chr2 207737990 207748024 1.56523
chr2 207782758 207788492 1.57103
chr2 207795574 207817611 1.38471
chr2 207817812 207866344 1.68706
chr2 207834655 207834871 5.24041
chr2 207839258 207839458 5.42383
chr2 207844698 207844907 5.41593
chr2 207847173 207847375 5.37013
chr2 207848402 207848644 5.26207
chr2 207850483 207850585 7.86062
chr2 207881432 207881945 3.30973
chr2 207893855 207939086 1.61936
chr2 208040254 208095823 1.61091
chr2 208113383 208126014 1.67282
chr2 208249440 208266399 1.63247
chr2 208279603 208281022 2.55927
chr2 208283392 208285452 2.51845
chr2 208294693 208304413 1.54301
chr2 208310528 208312658 2.5464
chr2 208312737 208314689 2.41617
chr2 208343457 208349675 1.53976
chr2 208593948 208594110 20.6705
chr2 208624079 208657630 1.39449
chr2 208656898 208657135 12.5372
chr2 208936148 208946796 1.60343
chr2 208957568 208957683 6.97203
chr2 208960511 208962941 2.19321
chr2 208970872 208972251 2.4967
chr2 208987713 208990837 2.58162
chr2 209009177 209081060 1.47889
chr2 209035417 209035617 5.42383
chr2 209036722 209036858 6.58905
chr2 209239835 209240846 2.51913
chr2 209240324 209240880 3.13859
chr2 209244592 209245739 2.46715
chr2 209246358 209251781 2.81782
chr2 209262001 209278796 1.95451
chr2 209285053 209293999 1.56052
chr2 209296247 209297729 2.29135
chr2 209300425 209302728 2.51895
chr2 209311890 209367712 1.6222
chr2 209434380 209434943 3.35089
chr2 209443513 209450576 1.56255
chr2 209459504 209460512 2.52663
chr2 209975064 209983028 1.54567
chr2 210283083 210294461 1.64149
chr2 210310028 210311043 2.5092
chr2 210333591 210354728 1.39681
chr2 210364255 210373561 1.56097
chr2 210379972 210389507 1.53338
chr2 210396866 210403522 1.52347
chr2 210410862 210421129 1.57105
chr2 210425655 210426672 2.55064
chr2 210427568 210436314 1.52071
chr2 210442503 210453337 1.37565
chr2 210464484 210470400 1.5785
chr2 210479810 210480017 5.46826
chr2 210492928 210501597 1.47982
chr2 210515738 210516240 3.38226
chr2 210525666 210607931 1.5319
chr2 210547601 210547724 7.6689
chr2 210568437 210568639 5.37013
chr2 210628865 210652134 1.35802
chr2 210677285 210699775 1.35473
chr2 210735431 210744652 1.53956
chr2 210756324 210766030 1.55009
chr2 210796267 210797583 2.40119
chr2 210800891 210808683 1.53742
chr2 210816805 210840501 1.66793
chr2 210842542 210863472 1.86131
chr2 211037116 211037277 6.15179
chr2 211037416 211037850 4.89025
chr2 211052258 211108091 1.58471
chr2 211235355 211246029 1.37417
chr2 211250700 211261972 1.56906
chr2 211356334 211361435 1.57182
chr2 211367788 211369561 3.77735
chr2 211572614 211592991 1.38873
chr2 211784101 211784243 6.31064
chr2 212194885 212328096 1.09119
chr2 212770697 212770898 5.39684
chr2 212779907 212797603 1.3486
chr2 212843151 212851287 1.43184
chr2 212898015 212913369 1.33007
chr2 213337450 213347177 1.55645
chr2 213379005 213428787 1.8427
chr2 213462252 213486779 1.40182
chr2 213498937 213505848 1.5355
chr2 213508113 213528116 1.37697
chr2 213540994 213546397 1.55379
chr2 214287917 214289001 2.48001
chr2 214324308 214324408 8.01783
chr2 214798715 214808886 1.39576
chr2 214803584 214809230 1.59551
chr2 214821463 214831545 1.38001
chr2 214945541 214952371 1.53299
chr2 215054697 215059736 1.56308
chr2 215166555 215529163 1.17204
chr2 215405489 215405606 6.85285
chr2 215411638 215411764 6.73767
chr2 216265868 216449971 1.73947
chr2 216459720 216471314 1.68413
chr2 216477821 216494170 1.67319
chr2 216496806 216594223 1.63398
chr2 216594358 216657526 1.7434
chr2 216632638 216632862 6.31657
chr2 216649558 216649680 6.95858
chr2 216712223 216745040 1.61682
chr2 216757109 216757210 7.93845
chr2 216758347 216779982 1.4475
chr2 217049543 217332603 1.36096
chr2 217202901 217203013 7.15878
chr2 217203869 217204132 6.09721
chr2 217346596 219129283 1.70951
chr2 217457223 217457342 8.32301
chr2 217457572 217457674 7.86062
chr2 217489156 217489296 7.07456
chr2 217505148 217505272 6.84635
chr2 217596395 217596496 7.93845
chr2 217704650 217704766 6.91192
chr2 217725833 217725980 6.41683
chr2 217773904 217774011 7.4933
chr2 217774361 217774473 8.00099
chr2 217895223 217895333 7.28894
chr2 217922827 217922989 7.27835
chr2 218117810 218117978 6.1762
chr2 218123095 218123208 7.5128
chr2 218581104 218581241 7.22948
chr2 218595956 218596063 7.93408
chr2 218699091 218699216 7.16889
chr2 218703222 218703355 7.09229
chr2 218726120 218726229 7.35581
chr2 218800778 218800938 5.89546
chr2 218812315 218812452 6.19669
chr2 218875427 218876034 5.67208
chr2 219234820 219235842 2.53817
chr2 219246806 219247382 3.35714
chr2 219292808 219297985 1.56696
chr2 219472154 219472272 7.19447
chr2 219472729 219473014 4.79912
chr2 219473167 219473370 5.57601
chr2 219645200 219649256 3.00006
chr2 219664560 219664833 4.66454
chr2 219673130 219748696 2.04343
chr2 219792923 219936642 2.3057
chr2 220063498 220064704 2.5811
chr2 220090674 221097981 1.44543
chr2 220410689 220410893 6.01106
chr2 220415759 220416065 6.62758
chr2 220417012 220417122 7.28894
chr2 220489019 220489137 7.59416
chr2 220491142 220491242 8.01783
chr2 220491366 220492082 5.33556
chr2 220493400 220493621 5.33526
chr2 221280055 221288097 1.50136
chr2 221315337 221325339 1.38634
chr2 221351467 221381483 1.36388
chr2 221451880 221453856 2.38683
chr2 221479445 221536544 1.48184
chr2 221548713 221550919 2.37315
chr2 221627504 221632513 1.57244
chr2 221765951 221767290 2.35995
chr2 221770051 221778820 1.51673
chr2 221836067 221860783 1.49796
chr2 221847581 221847702 7.40587
chr2 221850875 221851078 5.34367
chr2 222048671 222054605 1.58166
chr2 222128586 222139365 1.55331
chr2 222162291 222171406 1.54194
chr2 222177488 222185065 1.51258
chr2 222210649 222216628 1.58553
chr2 222221357 222228304 1.53433
chr2 222233793 222235796 2.42529
chr2 222248150 222460174 1.59182
chr2 222489008 222497286 1.46995
chr2 222550243 222566791 1.37946
chr2 222630907 222666621 1.34172
chr2 222697645 222702915 1.60196
chr2 222770112 222777904 1.56163
chr2 222778927 222789701 1.65909
chr2 222804719 222850241 1.47121
chr2 222868050 222978225 1.60402
chr2 222988276 222989290 2.51168
chr2 223001398 223007382 1.52116
chr2 223028350 223191490 2.35443
chr2 223211434 223217300 1.56784
chr2 223218497 223225948 1.56347
chr2 223251379 223253302 2.37903
chr2 223255777 223257038 2.43112
chr2 223525336 223569198 1.73765
chr2 223657791 223680243 1.43684
chr2 223680638 223715271 1.51161
chr2 223685002 223685134 7.14602
chr2 223695218 223695412 6.32091
chr2 223696037 223696287 4.71637
chr2 223697899 223698110 5.14107
chr2 223731381 223731603 306.564
chr2 223818470 223819499 2.47506
chr2 223827970 223879856 1.5371
chr2 223883691 223895325 1.34997
chr2 223909141 224031443 1.65977
chr2 224034639 224054881 1.398
chr2 224060950 224103892 1.46734
chr2 224130738 224148572 1.36726
chr2 224175036 224185111 1.56354
chr2 224225410 224238007 1.65112
chr2 224246737 224248639 2.4301
chr2 224249241 224250823 2.47446
chr2 224303155 224324506 1.44467
chr2 224333503 224344284 1.39553
chr2 224348848 224385778 1.44569
chr2 224388898 224540311 1.54562
chr2 224758678 224759728 2.56032
chr2 224771003 225374999 1.54204
chr2 224846088 224846201 7.5128
chr2 224846579 224846684 7.63603
chr2 224854504 224854611 7.93408
chr2 224920915 224921027 8.00099
chr2 225179931 225180091 6.48501
chr2 225183045 225183320 6.51717
chr2 225186672 225186845 5.72507
chr2 225186932 225187273 6.63888
chr2 225265634 225265806 6.58098
chr2 225265918 225266807 5.1461
chr2 225267731 225267932 5.39684
chr2 225295828 225295930 7.86062
chr2 225308278 225308500 5.09878
chr2 225308926 225309026 8.01783
chr2 225326181 225326391 5.16555
chr2 225462843 225485339 1.38581
chr2 225506747 225512028 1.58969
chr2 225553967 225585008 1.43887
chr2 225907436 225911485 2.88876
chr2 225912595 225914264 2.51502
chr2 225929808 225974052 1.69706
chr2 225988264 226017353 1.4041
chr2 226020255 226063325 1.5265
chr2 226069971 226075445 1.55949
chr2 226094388 226108394 1.61635
chr2 226118459 226118995 3.2557
chr2 226145770 226166784 1.35562
chr2 226212199 226245777 1.37932
chr2 226235713 226235824 7.22327
chr2 226235735 226235958 5.28741
chr2 226269569 226288763 1.34409
chr2 226288229 226293907 1.5533
chr2 226418835 226432738 1.53673
chr2 226469398 226478294 1.47917
chr2 226493335 226503285 1.55
chr2 226510060 226528842 1.62469
chr2 226586657 226606680 1.38031
chr2 226741737 226761370 1.35488
chr2 226869446 226870606 2.39884
chr2 226886360 226907546 1.51602
chr2 227173189 227186155 1.3386
chr2 227217880 227226958 1.50666
chr2 227235409 227237348 2.40805
chr2 227275412 227299516 1.42055
chr2 227348027 227348579 3.16134
chr2 227361202 227361892 3.00754
chr2 227399235 227405228 1.52674
chr2 227411106 227436554 1.41039
chr2 227465876 227476723 1.62619
chr2 227479187 227490261 1.52471
chr2 227502377 227510109 1.55545
chr2 227528230 227550712 1.64261
chr2 227554827 227557421 2.7091
chr2 227557548 227559582 2.45789
chr2 227563105 227573244 1.56298
chr2 227584568 227593882 1.56976
chr2 227610507 227610726 5.38399
chr2 227610610 227610755 6.18007
chr2 227616884 227656071 1.55018
chr2 227664343 227676041 1.58046
chr2 228027419 228028642 2.3524
chr2 228239216 228246986 1.45679
chr2 228455611 228465276 1.52739
chr2 228475233 228484542 1.48954
chr2 228493844 228496278 2.34462
chr2 228505206 228538105 1.38485
chr2 228551024 228597457 1.48805
chr2 228566850 228567129 4.90232
chr2 228573690 228573831 6.68989
chr2 228593547 228593748 5.39684
chr2 228593647 228593754 7.4933
chr2 228612062 228612290 4.9646
chr2 228675751 228680755 1.57401
chr2 228684816 228692297 1.53829
chr2 228726727 228746187 1.91709
chr2 228755567 228770028 1.46439
chr2 228778759 228789163 1.55036
chr2 228794134 228807123 1.37617
chr2 228835499 228865035 1.48345
chr2 228975904 228980915 1.58122
chr2 229485436 229492007 1.49293
chr2 229520585 229521590 2.53417
chr2 229538856 229539113 4.95494
chr2 229544578 229557337 1.34553
chr2 230045393 230045720 20.7693
chr2 230128339 230143543 1.84883
chr2 230198966 230218804 1.37892
chr2 230226670 230227890 2.47416
chr2 230274691 230275719 2.47747
chr2 230296537 230320593 1.45867
chr2 230326730 230362642 1.46828
chr2 230375564 230397009 1.44273
chr2 230415453 230606146 1.78942
chr2 230517818 230517919 7.93845
chr2 230518005 230518122 6.85285
chr2 230542945 230543073 7.00086
chr2 230900676 230909813 1.59501
chr2 230933763 230934514 3.20286
chr2 230936710 230937750 2.53959
chr2 230939440 230950982 1.65085
chr2 230955426 230956310 3.09445
chr2 230993800 230994584 3.06805
chr2 231685346 231735457 1.70731
chr2 231709934 231710039 7.63603
chr2 231710044 231710309 6.22917
chr2 231715769 231715963 6.56402
chr2 231720858 231721061 5.34367
chr2 231721345 231721650 6.1854
chr2 231728274 231728476 5.37013
chr2 231850797 231924116 1.91629
chr2 231861702 231861811 7.7885
chr2 231899848 231899996 7.01082
chr2 231904214 231904315 7.93845
chr2 231904711 231904906 6.53036
chr2 232380032 232405312 1.44961
chr2 232444320 232444873 3.24091
chr2 232713941 232733690 1.36841
chr2 232738668 232767843 1.45977
chr2 232749530 232749730 5.42383
chr2 232749963 232750150 6.0531
chr2 232752299 232752501 5.37013
chr2 232772904 232825438 1.79196
chr2 233112222 233112460 20.8075
chr2 233208951 233209160 5.19027
chr2 233213255 233213541 4.94724
chr2 233214642 233215913 3.37679
chr2 233216197 233216916 3.14862
chr2 233240812 233260611 1.34352
chr2 233270856 233295503 1.61314
chr2 233334659 233335844 2.42784
chr2 233336145 233336696 3.33827
chr2 233337108 233338730 3.54746
chr2 233339697 233339876 6.58711
chr2 233349131 233349816 3.37375
chr2 233350222 233350818 3.32362
chr2 233351604 233352126 3.34302
chr2 233362339 233374844 2.00271
chr2 233382466 233393265 1.66399
chr2 233386369 233386503 6.33542
chr2 233387838 233388416 4.5695
chr2 233469029 233469529 3.39579
chr2 233484564 233508075 1.89971
chr2 233495082 233495234 6.20575
chr2 233500715 233500859 6.22299
chr2 233519422 233520568 2.38699
chr2 233529454 233556382 1.34163
chr2 233547378 233547599 5.76208
chr2 233547516 233547625 7.7885
chr2 233740403 233740558 6.38992
chr2 233742351 233742921 3.14425
chr2 233771844 233801513 1.94098
chr2 233806251 233807394 2.39326
chr2 233811283 233812293 2.52162
chr2 233828609 233882262 1.50494
chr2 233895741 233924816 1.63512
chr2 234477315 234477815 3.39579
chr2 234504730 234515904 1.61658
chr2 234556281 234632738 1.52551
chr2 234649683 234650784 2.44172
chr2 234668801 234671035 2.49119
chr2 234672315 234672439 6.84635
chr2 234672316 234672614 5.22283
chr2 234672894 234673313 4.61507
chr2 234682812 234692591 1.51923
chr2 234697609 234737555 1.7486
chr2 234772350 234949562 1.72327
chr2 234950078 235143920 1.61996
chr2 235149820 235175722 1.51495
chr2 235179854 235185046 1.55335
chr2 235188594 235190413 2.41134
chr2 235231587 235245033 1.42059
chr2 235285641 235286775 2.37066
chr2 235288721 235288925 5.31748
chr2 235300209 235309477 1.48086
chr2 235319365 235328456 1.48894
chr2 235372601 235379319 1.54451
chr2 235389669 235426017 1.71148
chr2 235426824 235462486 1.42568
chr2 235452454 235452555 8.40541
chr2 235452794 235452998 5.31748
chr2 235473209 235500428 1.64091
chr2 235525294 235548214 1.36223
chr2 235583251 235591674 1.50624
chr2 235617269 235631247 1.65333
chr2 235681563 235682357 3.20761
chr2 235694359 235745812 1.45654
chr2 235850575 235885712 1.46845
chr2 235926695 235948156 1.39111
chr2 235952349 235971526 1.36988
chr2 235982532 235988471 1.58033
chr2 235998103 236038953 1.3924
chr2 236112391 236160115 1.4903
chr2 236161495 236190620 1.50762
chr2 236228045 236238778 1.40177
chr2 236251481 236263802 1.36274
chr2 236305348 238656671 1.55037
chr2 236565866 236566007 7.02438
chr2 236584716 236584918 5.83709
chr2 236627432 236627555 7.28545
chr2 236633794 236633913 7.13401
chr2 237623028 237623129 7.93845
chr2 237624490 237624645 6.38992
chr2 237625679 237625820 6.35539
chr2 237810386 237810536 6.60292
chr2 237883957 237884090 6.73767
chr2 237934072 237934175 7.7843
chr2 237958398 237958528 6.89316
chr2 238756697 238788099 1.65814
chr2 238865583 238867446 2.32907
chr2 239034626 239036047 2.22376
chr2 239067877 239068987 3.31421
chr2 239070976 239072984 2.34879
chr2 239107919 239156609 1.67771
chr2 239140998 239141104 7.56399
chr2 239142375 239142504 7.3122
chr2 239200824 239225768 1.41998
chr2 239396518 239408155 1.58469
chr2 239411531 239421608 1.57727
chr2 239428109 239438796 1.6064
chr2 239466934 239474990 1.569
chr2 239477462 239494312 1.64023
chr2 239501335 239507628 1.50642
chr2 239533467 239557245 1.37258
chr2 239570689 239581802 1.57453
chr2 239587323 239611223 1.65961
chr2 239641812 239648338 1.53936
chr2 239748511 239775275 1.49611
chr2 239795524 239798397 2.51168
chr2 239797310 239797414 7.70945
chr2 239797523 239797634 7.64817
chr2 239841500 239858685 1.66589
chr2 239862253 239867292 1.57244
chr2 239870056 239872044 2.44359
chr2 239873381 239876291 2.47974
chr2 239874058 239874166 7.42392
chr2 239874376 239874490 7.03319
chr2 239876943 239877957 2.51168
chr2 239907267 239959749 1.50257
chr2 240127039 240225131 1.84679
chr2 240256769 240265334 1.55285
chr2 240324381 240339482 1.7084
chr2 240344642 240371468 2.09218
chr2 240375923 240385583 1.55748
chr2 240394968 240395205 5.37308
chr2 240395072 240395211 6.78615
chr2 240404301 240426917 1.57657
chr2 240409820 240409992 5.75836
chr2 240409885 240410092 5.24041
chr2 240434595 240444965 1.38262
chr2 240455657 240502341 1.57199
chr2 240504826 240512057 1.51973
chr2 240516863 240546607 1.33988
chr2 240582613 240585002 2.44801
chr2 240590393 240591420 2.47988
chr2 240600236 240611131 1.68395
chr2 240659616 240666227 1.4839
chr2 240681086 240683357 2.49214
chr2 240692243 240716295 1.67069
chr2 240696716 240696928 5.11682
chr2 240697132 240697366 5.24041
chr2 240697223 240697367 6.87804
chr2 240707751 240708023 4.85509
chr2 240712585 240712688 7.7843
chr2 240739931 240747717 1.47197
chr2 240775422 240776602 2.39815
chr2 240780140 240780643 3.37553
chr2 240815743 240817823 2.53959
chr2 240820177 240821552 2.40106
chr2 240835255 240836263 2.52663
chr2 240964138 241018689 1.64357
chr2 241033564 241035122 3.78399
chr2 241035161 241036583 3.91373
chr2 241036777 241037317 3.31893
chr2 241039005 241039118 7.09543
chr2 241041850 241042858 2.52663
chr2 241047650 241061813 1.66503
chr2 241076562 241077064 3.38226
chr2 241080032 241081336 2.45946
chr2 241105058 241152692 1.44559
chr2 241161882 241164097 2.36351
chr2 241217726 241218265 3.15008
chr2 241239964 241241239 2.44142
chr2 241254707 241278193 1.45592
chr2 241346206 241347375 2.46107
chr2 241365773 241382317 1.83022
chr2 241390654 241391824 3.22487
chr2 241393491 241394976 3.74769
chr2 241583049 241599840 1.70498
chr2 241601897 241602009 7.15878
chr2 241603948 241608125 2.60829
chr2 241623900 241624105 5.98174
chr2 241625188 241626450 2.54131
chr2 241640974 241657358 1.34145
chr2 241669658 241670178 3.44658
chr2 241677274 241679056 2.46141
chr2 241680563 241681819 2.47835
chr2 241729298 241785912 1.64449
chr2 241789250 241817200 1.5845
chr2 241818583 241826132 1.45571
chr2 241848830 241849642 3.1365
chr2 241851261 241852468 3.24324
chr2 241853370 241853918 3.18441
chr2 241873576 241904021 1.5352
chr2 241910846 241913666 2.54216
chr2 241927576 241956305 1.45945
chr2 241938908 241939552 4.83355
chr2 241945934 241946050 6.91192
chr2 242157343 242157591 7.9874
chr2 242485302 242486283 3.02886
chr2 242494053 242494596 3.38745
chr2 242496936 242498213 3.58252
chr2 242499061 242500037 3.18935
chr2 242772617 242773129 3.40831
chr2 242773390 242774021 3.21401
chr2 242776395 242777006 3.08764
chr2 242778446 242781114 2.63396
chr2 242805683 242811050 3.26903
chr2 242955062 243009854 1.54854
chr2 242964376 242964603 5.40201
chr2 242972422 242972527 7.63603
chr2 242973253 242973491 5.15234
chr2 242973977 242974184 6.83532
chr2 242974430 242974610 6.02647
chr2 243017885 243018134 5.11414
chr2 243030507 243030850 13.3378
chr3 137637 147711 1.39557
chr3 236251 236459 5.28774
chr3 236988 238784 3.22169
chr3 238823 239585 2.88674
chr3 240177 241247 2.5027
chr3 397099 397228 7.04319
chr3 442877 447904 1.57908
chr3 443864 454206 1.39639
chr3 460547 481907 1.39921
chr3 474460 481985 1.48701
chr3 487565 495319 1.5356
chr3 500351 501354 2.52685
chr3 587308 616202 1.34055
chr3 2135173 2147104 1.69539
chr3 2196530 2201887 1.55322
chr3 2250198 2255209 1.57458
chr3 2288279 2289735 2.23333
chr3 2358607 2359140 3.31955
chr3 2727319 2735768 1.49418
chr3 2763331 2773774 1.37831
chr3 2766598 2767103 3.31422
chr3 2776727 2778000 2.32899
chr3 2782550 2788008 1.57705
chr3 2794124 2803107 1.51183
chr3 2855530 2856598 2.41784
chr3 2858678 2876525 1.67195
chr3 2878852 2879596 3.08513
chr3 2888724 2956794 1.60312
chr3 2960876 3110682 1.67202
chr3 3053178 3053321 6.68805
chr3 3054992 3055160 6.54672
chr3 3216581 3298081 1.56778
chr3 3304209 3312954 1.58031
chr3 3316816 3324833 1.50909
chr3 3343100 3353490 1.57404
chr3 3359712 3369389 1.53189
chr3 3374352 3396490 1.42348
chr3 3545320 3555401 1.3946
chr3 3557963 3577476 1.36991
chr3 3612922 3618375 1.54341
chr3 3614588 3633929 1.34006
chr3 3634127 3674448 1.37335
chr3 3676858 3707696 1.47469
chr3 3780087 3786765 1.55388
chr3 3830046 3864223 1.78674
chr3 3890224 3901110 1.40568
chr3 4022498 4029735 1.49333
chr3 4045772 4050846 1.60215
chr3 4071349 4072477 2.37402
chr3 4081418 4111321 1.43284
chr3 4118320 4127909 1.53597
chr3 4133237 4145966 1.38248
chr3 4156052 4161220 1.56376
chr3 4236482 4241777 1.57141
chr3 4257905 4281467 1.42066
chr3 4308671 4343722 1.63032
chr3 4513836 4515270 2.40098
chr3 4518573 4519126 3.28597
chr3 4526848 4528009 2.38892
chr3 4529949 4534818 3.02494
chr3 4882070 4883281 2.40875
chr3 4902862 4907940 1.58206
chr3 4916593 4917721 2.45881
chr3 4919616 4927416 1.54494
chr3 4937756 4938552 2.94366
chr3 4941281 4942312 2.45823
chr3 5093865 5149364 1.68793
chr3 5132208 5132427 5.2405
chr3 5135839 5136048 5.26244
chr3 5140048 5140245 6.79668
chr3 5294134 5298152 2.42787
chr3 5301781 5313432 1.55965
chr3 5318074 5324290 1.58475
chr3 5343474 5344800 2.45228
chr3 5345062 5347461 2.4717
chr3 5352969 5369530 1.69784
chr3 5380686 5382475 2.45914
chr3 5387494 5400413 1.56573
chr3 5424818 5435569 1.63239
chr3 5437406 5447982 1.57349
chr3 5488386 5497826 1.4893
chr3 5501221 5510701 1.52841
chr3 5522735 5543672 1.42748
chr3 5602531 5628119 1.38293
chr3 5768118 5769445 2.37836
chr3 5786444 5803079 1.36545
chr3 8285435 8295452 1.38441
chr3 8338303 8350462 1.56134
chr3 8360845 8374403 1.57306
chr3 8399529 8400978 2.34312
chr3 8420390 8427916 1.49952
chr3 8438919 8453674 1.54915
chr3 8460944 8480548 1.69529
chr3 8485479 8486489 2.50934
chr3 8493382 8516233 1.73901
chr3 8529960 8543961 1.5267
chr3 8570540 8577391 1.50767
chr3 8621564 8653976 1.49897
chr3 8657737 8714298 1.77798
chr3 8745917 8758104 1.64408
chr3 8762282 8789461 1.44977
chr3 8809491 8812438 2.53134
chr3 9003294 9203389 1.66452
chr3 9126371 9126497 7.5904
chr3 9130864 9131097 5.54132
chr3 9150512 9150616 7.81665
chr3 9220397 9248582 1.56429
chr3 9263568 9304093 1.60834
chr3 9307821 9327066 1.52565
chr3 9328630 9340241 1.66798
chr3 9341487 9347465 1.54386
chr3 9356173 9357648 2.49634
chr3 9360930 9362217 2.34082
chr3 9371850 9377803 1.51821
chr3 9541002 9543086 4.08439
chr3 9543532 9544093 3.32435
chr3 9549727 9550754 3.11968
chr3 9551091 9551887 3.24404
chr3 9563780 9583069 1.4949
chr3 9587150 9598826 1.57269
chr3 9614732 9616629 2.41997
chr3 9620580 9625742 1.56558
chr3 9639848 9645108 1.55459
chr3 9743334 9772725 1.56193
chr3 9743991 9773317 1.55072
chr3 9903116 9904335 2.51062
chr3 9953248 9960705 1.45568
chr3 9967019 9967559 3.18797
chr3 10308654 11352852 1.61804
chr3 10535816 10535923 7.5975
chr3 10554693 10554796 7.89254
chr3 10682763 10682954 6.00874
chr3 10698942 10699099 6.70083
chr3 11032625 11032887 5.293
chr3 11033452 11033584 6.88311
chr3 11033467 11033718 5.33445
chr3 11034872 11034979 7.5975
chr3 11036818 11036970 6.29204
chr3 11224375 11224480 7.74221
chr3 11237218 11237346 7.09821
chr3 11254599 11254708 7.45809
chr3 11254630 11254830 5.49925
chr3 11762138 11763960 2.4146
chr3 11767112 11767801 3.05379
chr3 11779934 11780600 2.94385
chr3 11796901 11798096 2.40098
chr3 11893667 11895725 2.46301
chr3 11897277 11897498 4.97669
chr3 11915400 12575459 1.50647
chr3 12275392 12275493 8.04883
chr3 12276092 12276193 8.04883
chr3 12337963 12338141 5.91028
chr3 12357664 12357835 5.59293
chr3 12501856 12502200 6.25546
chr3 12512416 12512615 6.24778
chr3 12737343 12737973 2.96026
chr3 12748674 12749354 2.88324
chr3 12750082 12750318 5.06563
chr3 12751414 12751649 5.29067
chr3 12753968 12754984 2.54159
chr3 12767553 12768270 3.06792
chr3 12769079 12769583 3.3208
chr3 12785976 12786178 5.4448
chr3 12804440 12832031 2.10405
chr3 12836461 12840588 3.09373
chr3 12850556 12851590 3.1448
chr3 12890872 12908471 1.97267
chr3 12928079 12928772 3.24317
chr3 13114579 13118878 3.34815
chr3 13135926 13348217 1.83515
chr3 13136914 13138234 2.60834
chr3 13316993 13317127 6.78038
chr3 13339398 13339504 7.66917
chr3 13475501 13482500 1.49628
chr3 13499101 13517759 1.88633
chr3 13506275 13506458 5.7488
chr3 13506277 13506585 5.12352
chr3 13507025 13507232 5.31328
chr3 13507475 13507690 5.33799
chr3 13508957 13509202 5.07473
chr3 13512944 13513114 6.75099
chr3 13522290 13522840 4.69501
chr3 13531889 13538550 1.51478
chr3 13551902 13612024 1.73312
chr3 13618793 13627573 1.61214
chr3 13634401 13634943 3.1762
chr3 13639039 13639274 4.8837
chr3 13639856 13640596 3.29567
chr3 13648876 13656697 1.54691
chr3 13666747 13745327 1.81103
chr3 13782548 13783075 3.26661
chr3 13797956 13848406 1.60188
chr3 13860060 13947431 1.64085
chr3 13918758 13918974 6.42021
chr3 13919120 13919227 7.5975
chr3 14084343 14094989 1.63501
chr3 14135147 14137118 2.45042
chr3 14262171 14438635 1.82185
chr3 14441921 14442845 2.94991
chr3 14538577 14689756 2.0576
chr3 14541024 14543033 2.40407
chr3 14612820 14612938 7.2945
chr3 14639686 14639813 7.90717
chr3 14650255 14650383 8.21898
chr3 14664673 14664790 7.35685
chr3 14820326 14981773 2.08342
chr3 15146675 15158015 1.60663
chr3 15187535 15200561 2.7166
chr3 15209968 15224040 1.74668
chr3 15237316 15238919 2.32684
chr3 16002188 16012311 1.38409
chr3 16006392 16012691 1.51073
chr3 16057120 16120195 1.59133
chr3 16130285 16134343 2.45108
chr3 16140162 16153911 1.59294
chr3 16161251 16162368 2.3974
chr3 16168817 16180266 1.64564
chr3 16192991 16199928 1.57859
chr3 16203288 16292320 1.7096
chr3 16563614 16590939 1.46127
chr3 16592852 16631100 1.57281
chr3 16595425 16595942 3.32979
chr3 16632130 16717998 1.66568
chr3 16668418 16668521 7.89254
chr3 16693141 16693383 6.71845
chr3 16696721 16696826 7.74221
chr3 16741369 16742950 2.35922
chr3 16744614 16745137 3.20016
chr3 16745705 16748969 2.76896
chr3 16753173 16767049 1.54045
chr3 16808354 16814275 1.58295
chr3 16822963 16841791 1.60516
chr3 16846321 16847520 2.47274
chr3 16847711 16850810 2.43804
chr3 16908349 16908850 3.34069
chr3 17443427 17443849 32.4085
chr3 17847758 17855468 1.46374
chr3 17857504 17898167 1.66051
chr3 17906040 17916357 1.62226
chr3 17920216 17937694 1.36526
chr3 17942257 17997125 1.60014
chr3 17999650 18041849 1.57287
chr3 18046774 18095978 1.54526
chr3 18116739 18137754 1.40853
chr3 18160536 18171866 1.59117
chr3 18178557 18195928 1.36816
chr3 18196762 18206821 1.38339
chr3 18247341 18257774 1.6363
chr3 18263004 18290397 1.54842
chr3 18303753 18314574 1.36551
chr3 18315084 18329193 1.35572
chr3 18381862 18382130 5.1745
chr3 18386035 18519338 1.9644
chr3 18542397 18547882 1.55185
chr3 18589556 18624035 1.46597
chr3 18617044 18624039 1.50397
chr3 18627840 18632887 1.56335
chr3 18758013 18826692 1.80684
chr3 18768025 18768146 7.11365
chr3 18768157 18768339 6.04313
chr3 18801420 18801556 7.3839
