#bin	chrom	chromStart	chromEnd	name	score	strand	signalValue	pValue	qValue
83	chr4	11402376	11405276	.	403	.	3.16083	14	-1
672	chr4	11405961	11407664	.	495	.	4.40693	14.7	-1
672	chr4	11406294	11406403	.	830	.	8.93515	3.2	-1
672	chr4	11406405	11406508	.	869	.	9.45564	3.6	-1
672	chr4	11406576	11406803	.	673	.	6.81424	6.3	-1
672	chr4	11406874	11407103	.	706	.	7.25508	7.9	-1
672	chr4	11415641	11419367	.	544	.	5.074	14.1	-1
672	chr4	11421359	11422802	.	348	.	2.42183	2.5	-1
672	chr4	11425155	11425694	.	444	.	3.72014	3.1	-1
672	chr4	11425798	11426670	.	407	.	3.21928	4.6	-1
672	chr4	11427393	11432173	.	760	.	7.98226	13.5	-1
672	chr4	11437499	11438610	.	608	.	5.93012	14.4	-1
672	chr4	11456750	11457034	.	587	.	5.64832	5	-1
672	chr4	11457231	11457476	.	602	.	5.84593	4.1	-1
672	chr4	11470384	11474868	.	510	.	4.61234	14.1	-1
672	chr4	11482671	11482891	.	593	.	5.72901	2.7	-1
681	chr4	12702362	12703549	.	415	.	3.33026	9.5	-1
682	chr4	12725314	12725525	.	611	.	5.97337	3	-1
687	chr4	13454539	13455422	.	423	.	3.4387	6.5	-1
687	chr4	13469783	13496823	.	435	.	3.59546	12.6	-1
688	chr4	13522276	13536203	.	378	.	2.83016	14.2	-1
688	chr4	13528003	13531761	.	624	.	6.14367	13.8	-1
688	chr4	13532744	13532868	.	784	.	8.3163	3.3	-1
688	chr4	13543414	13544305	.	421	.	3.40783	6.3	-1
688	chr4	13545477	13552141	.	606	.	5.90611	13.2	-1
688	chr4	13601582	13606167	.	415	.	3.3237	13.7	-1
688	chr4	13611669	13615242	.	499	.	4.4575	13.9	-1
688	chr4	13616769	13616998	.	724	.	7.50525	8.8	-1
688	chr4	13617101	13617284	.	748	.	7.82652	6.6	-1
688	chr4	13617417	13617525	.	797	.	8.48742	2.3	-1
10	chr4	13623467	13631586	.	1000	.	13.0048	13.4	-1
689	chr4	13648415	13649233	.	407	.	3.22169	4	-1
689	chr4	13655665	13656665	.	1000	.	11.2861	15	-1
689	chr4	13658161	13658959	.	812	.	8.68684	14.5	-1
692	chr4	14126358	14127970	.	461	.	3.94491	14.6	-1
692	chr4	14154801	14155002	.	612	.	5.98553	2.6	-1
693	chr4	14157962	14159546	.	506	.	4.55717	14.9	-1
693	chr4	14165814	14171723	.	463	.	3.97511	13.3	-1
693	chr4	14177806	14181475	.	546	.	5.09037	14	-1
693	chr4	14184022	14184148	.	775	.	8.1843	3.2	-1
697	chr4	14768970	14769202	.	571	.	5.43268	2.3	-1
697	chr4	14769794	14770443	.	417	.	3.35443	2.7	-1
697	chr4	14780844	14793004	.	273	.	1.41341	2.5	-1
697	chr4	14785110	14785256	.	750	.	7.84796	4	-1
698	chr4	14846068	14846567	.	585	.	5.62568	13.3	-1
698	chr4	14849350	14850375	.	425	.	3.46535	8.7	-1
698	chr4	14856262	14860087	.	434	.	3.57969	14	-1
698	chr4	14869666	14871116	.	420	.	3.3979	13.7	-1
698	chr4	14876318	14877203	.	610	.	5.95558	15.2	-1
698	chr4	14878621	14878786	.	734	.	7.63868	4.8	-1
698	chr4	14878820	14878985	.	683	.	6.94425	3.2	-1
698	chr4	14882927	14884462	.	550	.	5.15051	14.4	-1
698	chr4	14884541	14885172	.	431	.	3.54091	3.5	-1
698	chr4	14918197	14919231	.	427	.	3.4906	9.1	-1
699	chr4	14953492	14954562	.	367	.	2.67711	2.3	-1
699	chr4	14992653	15033231	.	555	.	5.21255	13.2	-1
699	chr4	15001387	15016538	.	1000	.	11.2682	15.3	-1
699	chr4	15021860	15023100	.	610	.	5.96002	14.4	-1
699	chr4	15023362	15023576	.	684	.	6.96048	6	-1
700	chr4	15151096	15151277	.	731	.	7.59648	5.8	-1
701	chr4	15234447	15235930	.	463	.	3.97902	15.7	-1
701	chr4	15254356	15255659	.	436	.	3.60536	14.2	-1
702	chr4	15402343	15403196	.	606	.	5.91035	15.7	-1
702	chr4	15459107	15459473	.	551	.	5.1655	6	-1
703	chr4	15471139	15472098	.	615	.	6.03368	14.5	-1
703	chr4	15549098	15549408	.	743	.	7.76188	15.7	-1
704	chr4	15648990	15658997	.	1000	.	12.074	13.2	-1
704	chr4	15668487	15692059	.	648	.	6.46737	12.8	-1
704	chr4	15673761	15673969	.	597	.	5.78409	2.3	-1
704	chr4	15675630	15688601	.	947	.	10.5119	12.9	-1
704	chr4	15703476	15705304	.	554	.	5.20249	14.4	-1
705	chr4	15756582	15759916	.	652	.	6.52976	14.7	-1
705	chr4	15767570	15768396	.	574	.	5.47932	14.8	-1
705	chr4	15772031	15774210	.	735	.	7.65095	14.1	-1
705	chr4	15774718	15775130	.	560	.	5.28404	8.1	-1
705	chr4	15775460	15775682	.	608	.	5.93546	3.3	-1
705	chr4	15778409	15787741	.	897	.	9.84098	13.8	-1
705	chr4	15796207	15796959	.	440	.	3.65681	6.2	-1
705	chr4	15807311	15808173	.	410	.	3.25663	4.7	-1
705	chr4	15809433	15811644	.	664	.	6.68514	15.4	-1
706	chr4	15891273	15894331	.	414	.	3.31601	14.4	-1
707	chr4	16080591	16081504	.	429	.	3.51396	7.5	-1
707	chr4	16083463	16085620	.	369	.	2.70913	10.8	-1
707	chr4	16087555	16088581	.	367	.	2.68024	2	-1
708	chr4	16198109	16198574	.	743	.	7.76188	15.1	-1
708	chr4	16206825	16207539	.	644	.	6.41906	15.4	-1
708	chr4	16213321	16235252	.	604	.	5.88287	13	-1
708	chr4	16217821	16220623	.	576	.	5.50001	14.3	-1
708	chr4	16222897	16231477	.	1000	.	11.5048	14.9	-1
715	chr4	17094392	17095783	.	471	.	4.07744	14.4	-1
716	chr4	17208536	17209038	.	439	.	3.65196	2.1	-1
717	chr4	17326426	17326530	.	821	.	8.81386	2.6	-1
717	chr4	17337719	17339043	.	422	.	3.41837	12.3	-1
717	chr4	17386925	17387345	.	553	.	5.18339	7.9	-1
718	chr4	17511572	17515410	.	751	.	7.86657	14	-1
718	chr4	17536936	17537350	.	558	.	5.25851	8.1	-1
718	chr4	17549907	17552142	.	518	.	4.7165	14.7	-1
719	chr4	17573467	17601529	.	574	.	5.47341	12.8	-1
719	chr4	17576890	17584998	.	1000	.	13.8703	13.5	-1
719	chr4	17592940	17595333	.	534	.	4.93178	14.3	-1
719	chr4	17595690	17596598	.	669	.	6.75114	14.6	-1
719	chr4	17596899	17597607	.	582	.	5.58336	15	-1
719	chr4	17614439	17622097	.	1000	.	13.4884	14.4	-1
719	chr4	17666638	17666840	.	610	.	5.9559	2.5	-1
720	chr4	17782619	17783497	.	555	.	5.22005	15	-1
11	chr4	17796336	17835782	.	594	.	5.74557	12.9	-1
720	chr4	17806194	17820815	.	1000	.	13.0285	13.5	-1
720	chr4	17825441	17825659	.	713	.	7.35836	7.6	-1
721	chr4	17875625	17879276	.	542	.	5.03701	13.7	-1
721	chr4	17902808	17903385	.	419	.	3.37585	1.8	-1
722	chr4	18006855	18034631	.	473	.	4.11071	12.7	-1
722	chr4	18058338	18060402	.	666	.	6.71715	14.5	-1
723	chr4	18102204	18102829	.	589	.	5.68318	15.2	-1
723	chr4	18106911	18107199	.	699	.	7.16126	11.2	-1
723	chr4	18210870	18212190	.	352	.	2.47389	2.3	-1
723	chr4	18211772	18211872	.	847	.	9.16641	2.8	-1
723	chr4	18213978	18217509	.	504	.	4.52674	13.8	-1
724	chr4	18235264	18235834	.	437	.	3.61832	3	-1
726	chr4	18579830	18580831	.	368	.	2.68994	1.9	-1
726	chr4	18595038	18595202	.	712	.	7.33593	4	-1
726	chr4	18595280	18595661	.	748	.	7.81912	15.2	-1
727	chr4	18692429	18693469	.	434	.	3.58063	10	-1
727	chr4	18699573	18700485	.	583	.	5.59081	14.6	-1
729	chr4	18982152	18982384	.	608	.	5.92656	3.8	-1
729	chr4	18982669	18983018	.	570	.	5.41711	6.5	-1
733	chr4	19415376	19415628	.	1000	.	227.342	15.1	-1
739	chr4	20253643	20254204	.	418	.	3.37	1.6	-1
740	chr4	20321753	20322345	.	420	.	3.38708	2.1	-1
740	chr4	20322149	20322311	.	692	.	7.07285	3.3	-1
740	chr4	20361333	20361941	.	552	.	5.18249	14.2	-1
740	chr4	20420184	20421194	.	698	.	7.14708	14.8	-1
742	chr4	20700268	20704804	.	900	.	9.87673	13.5	-1
746	chr4	21118893	21119047	.	1000	.	18.2287	15.4	-1
746	chr4	21141063	21141295	.	681	.	6.91432	6.9	-1
749	chr4	21583584	21583771	.	668	.	6.74001	3.9	-1
756	chr4	22516115	22517148	.	604	.	5.87875	14.6	-1
756	chr4	22517707	22517952	.	567	.	5.37825	2.6	-1
762	chr4	23293910	23294134	.	718	.	7.41702	8.1	-1
762	chr4	23306602	23307129	.	619	.	6.08775	100	-1
763	chr4	23335220	23336840	.	433	.	3.57179	14.5	-1
765	chr4	23593925	23594115	.	704	.	7.23664	5.4	-1
767	chr4	23912985	23913106	.	765	.	8.04902	2.6	-1
767	chr4	23913004	23913506	.	439	.	3.65196	2.1	-1
767	chr4	23973641	23974735	.	359	.	2.56601	1.6	-1
771	chr4	24472376	24475723	.	593	.	5.73414	13.6	-1
772	chr4	24536045	24600445	.	455	.	3.86441	12.3	-1
773	chr4	24659711	24660246	.	581	.	5.56838	14.4	-1
773	chr4	24663767	24664015	.	1000	.	28.414	15.5	-1
773	chr4	24769109	24772552	.	360	.	2.57913	13.6	-1
774	chr4	24833319	24833896	.	595	.	5.7588	15	-1
774	chr4	24857275	24858855	.	459	.	3.91603	14.6	-1
774	chr4	24863649	24864524	.	421	.	3.40467	6.1	-1
774	chr4	24889954	24892026	.	361	.	2.59907	8.5	-1
775	chr4	24928508	24929386	.	415	.	3.32778	5.5	-1
775	chr4	24979895	24982475	.	371	.	2.73127	14.3	-1
775	chr4	25002985	25003734	.	424	.	3.44199	4.6	-1
776	chr4	25124546	25125724	.	356	.	2.52893	1.9	-1
1	chr4	25155377	25169383	.	737	.	7.67767	12.9	-1
777	chr4	25174134	25175252	.	362	.	2.61341	2.1	-1
777	chr4	25233540	25243389	.	1000	.	13.8615	14.3	-1
777	chr4	25253542	25255714	.	384	.	2.90143	14	-1
778	chr4	25306950	25321028	.	547	.	5.11533	13.1	-1
778	chr4	25311460	25316008	.	1000	.	12.6094	13.7	-1
778	chr4	25316798	25316900	.	834	.	8.98668	2.7	-1
778	chr4	25322567	25322770	.	608	.	5.92656	2.5	-1
778	chr4	25322667	25322812	.	695	.	7.11187	2.3	-1
778	chr4	25331667	25334592	.	540	.	5.01411	14	-1
778	chr4	25377211	25382895	.	1000	.	15.7538	14	-1
780	chr4	25660419	25660653	.	712	.	7.34488	8.5	-1
782	chr4	25843296	25846937	.	440	.	3.66619	14	-1
782	chr4	25856274	25856804	.	593	.	5.72901	14.8	-1
782	chr4	25856970	25857075	.	815	.	8.72992	2.5	-1
782	chr4	25858506	25866991	.	726	.	7.52165	13.6	-1
782	chr4	25867652	25869576	.	358	.	2.56078	7	-1
782	chr4	25870271	25883597	.	471	.	4.07557	15.2	-1
782	chr4	25884899	25887051	.	366	.	2.66218	10.1	-1
782	chr4	25905398	25907261	.	510	.	4.61273	14.2	-1
782	chr4	25913831	25917933	.	1000	.	12.6815	13.6	-1
782	chr4	25938490	25941873	.	565	.	5.35137	13.7	-1
783	chr4	25969831	25970577	.	663	.	6.68128	15.1	-1
783	chr4	25970756	25971034	.	718	.	7.41886	11.7	-1
783	chr4	25971231	25971954	.	626	.	6.18067	15.7	-1
783	chr4	25990010	25990244	.	731	.	7.58971	9.4	-1
783	chr4	25994967	25995880	.	410	.	3.26296	5.4	-1
783	chr4	26030404	26031054	.	423	.	3.43741	3.2	-1
783	chr4	26051755	26052925	.	357	.	2.54623	1.9	-1
783	chr4	26060413	26060553	.	744	.	7.77508	3.4	-1
97	chr4	26071244	26095900	.	400	.	3.11824	13	-1
783	chr4	26075114	26079400	.	600	.	5.82792	14.3	-1
97	chr4	26081827	26087553	.	510	.	4.60242	13.5	-1
784	chr4	26089020	26091921	.	464	.	3.98918	14.8	-1
784	chr4	26105520	26105709	.	662	.	6.66869	3.8	-1
784	chr4	26105918	26106182	.	731	.	7.59528	11.4	-1
784	chr4	26118073	26156833	.	334	.	2.23632	12.7	-1
784	chr4	26127343	26129155	.	560	.	5.28005	14.3	-1
784	chr4	26131060	26135960	.	621	.	6.11484	13.5	-1
784	chr4	26141246	26141776	.	441	.	3.67521	2.7	-1
784	chr4	26143709	26143970	.	575	.	5.48756	3.5	-1
784	chr4	26146150	26147238	.	679	.	6.89798	14.8	-1
784	chr4	26175763	26175911	.	771	.	8.129	4.8	-1
784	chr4	26176702	26177354	.	553	.	5.18423	15	-1
784	chr4	26180715	26180923	.	719	.	7.43669	7.2	-1
784	chr4	26193823	26197382	.	542	.	5.03844	13.7	-1
784	chr4	26198225	26199925	.	588	.	5.66161	14.6	-1
784	chr4	26205819	26206466	.	405	.	3.1877	1.7	-1
785	chr4	26219462	26220688	.	625	.	6.16826	14.4	-1
785	chr4	26274436	26275664	.	355	.	2.51927	2.1	-1
785	chr4	26289272	26290793	.	576	.	5.49925	100	-1
785	chr4	26300350	26301857	.	546	.	5.09414	14.5	-1
785	chr4	26314253	26314478	.	602	.	5.85632	3.2	-1
785	chr4	26318519	26329695	.	881	.	9.62695	14.3	-1
785	chr4	26341798	26341902	.	862	.	9.36473	3.5	-1
785	chr4	26341800	26342002	.	610	.	5.9559	2.5	-1
785	chr4	26341862	26345141	.	390	.	2.98768	13.5	-1
785	chr4	26342810	26343013	.	733	.	7.61986	7.4	-1
785	chr4	26343347	26343518	.	714	.	7.37065	4.6	-1
786	chr4	26346171	26348530	.	403	.	3.15715	14	-1
786	chr4	26357141	26389632	.	283	.	1.53933	13.2	-1
786	chr4	26357831	26358105	.	587	.	5.64537	4.6	-1
786	chr4	26367329	26367634	.	572	.	5.44725	5	-1
786	chr4	26373824	26375618	.	486	.	4.27919	14.4	-1
786	chr4	26379397	26379788	.	581	.	5.56783	8.8	-1
786	chr4	26382582	26382846	.	538	.	4.99118	2	-1
786	chr4	26403772	26404541	.	627	.	6.18345	14.6	-1
786	chr4	26407949	26408383	.	569	.	5.4122	9.6	-1
787	chr4	26583997	26587603	.	1000	.	13.4249	14.2	-1
788	chr4	26732660	26733693	.	542	.	5.04685	14.6	-1
789	chr4	26748626	26748823	.	707	.	7.27032	6	-1
789	chr4	26750374	26750598	.	680	.	6.9055	6.5	-1
789	chr4	26753429	26753537	.	797	.	8.48742	2.3	-1
789	chr4	26753635	26753762	.	736	.	7.66875	2.3	-1
789	chr4	26789187	26790372	.	437	.	3.62596	12.8	-1
789	chr4	26809047	26809303	.	566	.	5.37095	3	-1
789	chr4	26820155	26821465	.	454	.	3.84849	14.5	-1
789	chr4	26823479	26825618	.	460	.	3.93719	14.1	-1
789	chr4	26827599	26829178	.	550	.	5.15212	14.3	-1
98	chr4	26853813	26896876	.	664	.	6.68515	12.7	-1
98	chr4	26857636	26871331	.	1000	.	14.4198	12.9	-1
790	chr4	26882927	26890077	.	764	.	8.03664	14.4	-1
790	chr4	26883877	26883977	.	847	.	9.16641	2.8	-1
790	chr4	26884680	26889548	.	966	.	10.7684	13.7	-1
790	chr4	26894157	26894789	.	571	.	5.43893	15	-1
790	chr4	26909326	26910118	.	667	.	6.72724	15.4	-1
790	chr4	26913035	26915119	.	364	.	2.63908	9.2	-1
790	chr4	26941595	26942213	.	423	.	3.42999	2.7	-1
790	chr4	26955343	26956248	.	637	.	6.3304	14.8	-1
790	chr4	26965476	26967512	.	365	.	2.64502	9	-1
790	chr4	26979949	26981016	.	423	.	3.43633	9	-1
790	chr4	26986577	26989767	.	409	.	3.25063	13.9	-1
790	chr4	26992122	26997495	.	612	.	5.99237	13.7	-1
791	chr4	27004895	27006162	.	457	.	3.88867	15	-1
791	chr4	27050148	27050559	.	561	.	5.29689	8.2	-1
791	chr4	27083072	27083806	.	417	.	3.35623	3.8	-1
795	chr4	27637669	27638410	.	661	.	6.64905	15.4	-1
796	chr4	27766159	27766721	.	433	.	3.56789	2.6	-1
797	chr4	27863450	27863972	.	429	.	3.51204	1.8	-1
810	chr4	29541519	29542522	.	368	.	2.68458	1.8	-1
817	chr4	30436377	30436486	.	830	.	8.93515	3.2	-1
817	chr4	30451954	30485787	.	279	.	1.49181	13.1	-1
819	chr4	30717614	30719902	.	695	.	7.11118	14.7	-1
819	chr4	30720964	30721510	.	433	.	3.56751	2.4	-1
823	chr4	31292350	31293881	.	426	.	3.48006	14.6	-1
837	chr4	33106093	33106198	.	815	.	8.72992	2.5	-1
838	chr4	33185956	33187136	.	417	.	3.35001	9.6	-1
838	chr4	33188601	33189220	.	415	.	3.3319	2.2	-1
842	chr4	33749400	33750186	.	395	.	3.0613	2.5	-1
849	chr4	34683198	34689311	.	285	.	1.5651	1.5	-1
856	chr4	35606032	35606184	.	699	.	7.16126	2.9	-1
860	chr4	36082690	36082829	.	748	.	7.83102	3.5	-1
860	chr4	36082970	36083470	.	610	.	5.95817	15.5	-1
107	chr4	36120073	36438574	.	307	.	1.86691	11.7	-1
861	chr4	36190604	36192978	.	415	.	3.33026	14.3	-1
861	chr4	36209387	36213079	.	413	.	3.3052	13.6	-1
861	chr4	36219367	36221428	.	463	.	3.975	15	-1
861	chr4	36233603	36234176	.	428	.	3.49939	2.4	-1
861	chr4	36236958	36237248	.	578	.	5.53146	4.8	-1
861	chr4	36238562	36247725	.	1000	.	12.2733	13.4	-1
861	chr4	36255603	36259663	.	591	.	5.70079	14.1	-1
861	chr4	36279056	36279768	.	419	.	3.37947	3.7	-1
861	chr4	36286891	36288909	.	747	.	7.80712	14.3	-1
861	chr4	36290501	36290615	.	801	.	8.54326	2.9	-1
861	chr4	36294164	36294297	.	743	.	7.75355	2.9	-1
861	chr4	36305237	36305748	.	542	.	5.04511	10.1	-1
862	chr4	36311594	36313345	.	583	.	5.59486	14.4	-1
862	chr4	36320276	36328670	.	621	.	6.10849	13.2	-1
862	chr4	36332937	36340124	.	596	.	5.77126	13.5	-1
862	chr4	36387102	36389027	.	576	.	5.5058	14.4	-1
863	chr4	36447497	36447668	.	739	.	7.70568	5.4	-1
863	chr4	36450690	36451484	.	415	.	3.31907	4.4	-1
863	chr4	36551420	36554849	.	416	.	3.3415	13.7	-1
864	chr4	36604970	36605359	.	757	.	7.95287	100	-1
864	chr4	36652636	36653055	.	564	.	5.33249	8.6	-1
864	chr4	36653262	36653421	.	729	.	7.56662	4.3	-1
864	chr4	36667809	36668316	.	445	.	3.72894	2.6	-1
865	chr4	36772910	36774598	.	480	.	4.20851	14.3	-1
866	chr4	36843430	36843668	.	757	.	7.94358	11	-1
866	chr4	36871520	36872702	.	359	.	2.56885	2.2	-1
867	chr4	36991383	36993116	.	465	.	4.00006	14.1	-1
868	chr4	37139429	37140760	.	443	.	3.70169	14.5	-1
870	chr4	37394310	37395593	.	367	.	2.67919	3.9	-1
870	chr4	37400421	37404104	.	527	.	4.83769	13.7	-1
870	chr4	37454431	37456050	.	549	.	5.13098	14.4	-1
871	chr4	37546283	37546497	.	585	.	5.62192	2.1	-1
871	chr4	37547650	37547784	.	707	.	7.26815	2	-1
871	chr4	37604869	37605069	.	614	.	6.01546	2.6	-1
872	chr4	37635233	37636242	.	366	.	2.66862	1.8	-1
872	chr4	37667969	37669430	.	482	.	4.235	15	-1
872	chr4	37676031	37679314	.	862	.	9.37093	13.8	-1
872	chr4	37682821	37690013	.	882	.	9.63863	13.8	-1
872	chr4	37716428	37718797	.	600	.	5.82816	15	-1
872	chr4	37726738	37727761	.	368	.	2.6881	2	-1
872	chr4	37727384	37727888	.	438	.	3.63747	2.1	-1
873	chr4	37750775	37750978	.	608	.	5.92656	2.5	-1
873	chr4	37755232	37760848	.	289	.	1.62199	2.1	-1
873	chr4	37756076	37756450	.	690	.	7.04637	15	-1
873	chr4	37826592	37830875	.	1000	.	16.8138	14.1	-1
873	chr4	37831834	37831992	.	759	.	7.9771	5.2	-1
873	chr4	37833058	37833932	.	426	.	3.47411	6.6	-1
873	chr4	37838924	37839159	.	602	.	5.8509	3.7	-1
874	chr4	37882532	37914570	.	415	.	3.32067	12.9	-1
874	chr4	37891263	37900231	.	805	.	8.59223	14.2	-1
874	chr4	37903893	37904110	.	599	.	5.80821	2.8	-1
874	chr4	37966207	37967250	.	636	.	6.31674	15	-1
874	chr4	37977567	37984726	.	777	.	8.21059	13.7	-1
874	chr4	37987371	37988001	.	553	.	5.18339	15.1	-1
874	chr4	37991163	37991889	.	414	.	3.3143	3.4	-1
874	chr4	37995491	37997073	.	566	.	5.35963	14.3	-1
875	chr4	38024920	38025979	.	457	.	3.89508	13.6	-1
875	chr4	38063553	38064451	.	410	.	3.25367	5.2	-1
875	chr4	38073066	38081951	.	478	.	4.17828	13.1	-1
875	chr4	38091463	38093363	.	359	.	2.56298	6.9	-1
875	chr4	38106945	38107660	.	542	.	5.04794	14.7	-1
875	chr4	38113676	38113855	.	761	.	8.00141	6.8	-1
875	chr4	38123865	38137114	.	527	.	4.843	14.1	-1
876	chr4	38162255	38162929	.	616	.	6.03501	14.8	-1
876	chr4	38175209	38176073	.	419	.	3.38171	5.7	-1
876	chr4	38176641	38176864	.	682	.	6.93647	6.5	-1
876	chr4	38177789	38183008	.	572	.	5.4447	13.5	-1
876	chr4	38188102	38189238	.	359	.	2.572	1.9	-1
876	chr4	38260310	38260447	.	757	.	7.94534	3.6	-1
876	chr4	38270256	38270602	.	757	.	7.94776	15.7	-1
876	chr4	38270705	38270841	.	824	.	8.84626	5.4	-1
877	chr4	38307142	38316295	.	524	.	4.80078	13.1	-1
877	chr4	38318990	38323353	.	724	.	7.49774	13.8	-1
877	chr4	38334253	38338402	.	445	.	3.7282	13.6	-1
877	chr4	38368247	38368827	.	432	.	3.55594	2.8	-1
109	chr4	38403942	38404549	.	413	.	3.30338	1.9	-1
878	chr4	38411027	38411555	.	426	.	3.47213	1.6	-1
878	chr4	38411808	38413701	.	440	.	3.66196	14.3	-1
878	chr4	38443769	38444326	.	626	.	6.17128	14.8	-1
878	chr4	38452514	38458998	.	701	.	7.18335	13.4	-1
878	chr4	38465960	38466230	.	719	.	7.42649	11.2	-1
878	chr4	38493621	38494623	.	368	.	2.68726	1.9	-1
878	chr4	38500270	38519645	.	355	.	2.51042	13.1	-1
878	chr4	38525067	38526193	.	926	.	10.2267	15.1	-1
878	chr4	38526336	38526519	.	725	.	7.51345	5.7	-1
878	chr4	38530569	38532201	.	592	.	5.72199	14.2	-1
878	chr4	38532765	38533269	.	564	.	5.34253	11.7	-1
878	chr4	38533138	38533285	.	717	.	7.40484	3.1	-1
879	chr4	38561707	38564099	.	378	.	2.82618	14.6	-1
879	chr4	38564250	38565689	.	360	.	2.58781	4.1	-1
879	chr4	38602159	38603169	.	375	.	2.77942	2.6	-1
109	chr4	38654391	38689497	.	463	.	3.97861	13.3	-1
880	chr4	38704966	38705261	.	557	.	5.2435	3.9	-1
880	chr4	38705482	38705774	.	590	.	5.68977	5.5	-1
880	chr4	38711177	38713085	.	358	.	2.55223	6.8	-1
880	chr4	38731848	38733546	.	548	.	5.12844	14.8	-1
880	chr4	38745386	38746031	.	636	.	6.30635	14.7	-1
880	chr4	38752510	38756093	.	484	.	4.25318	14.3	-1
880	chr4	38759132	38759768	.	422	.	3.42299	2.9	-1
880	chr4	38759162	38766900	.	744	.	7.77392	13.4	-1
880	chr4	38770218	38772198	.	501	.	4.48483	14.5	-1
880	chr4	38775234	38785620	.	1000	.	13.1393	13.3	-1
880	chr4	38786422	38788436	.	514	.	4.66513	14.9	-1
880	chr4	38792600	38793675	.	370	.	2.71795	2.6	-1
13	chr4	38795899	38798791	.	355	.	2.51585	12.4	-1
881	chr4	38800597	38808791	.	902	.	9.90726	13.3	-1
881	chr4	38816672	38819108	.	385	.	2.91624	14.4	-1
881	chr4	38819213	38824178	.	604	.	5.87324	13.6	-1
881	chr4	38831905	38842022	.	292	.	1.65919	9.2	-1
881	chr4	38854537	38861027	.	1000	.	12.2437	13.2	-1
881	chr4	38862260	38862785	.	427	.	3.49197	1.7	-1
881	chr4	38867807	38871147	.	658	.	6.6038	13.5	-1
881	chr4	38886021	38896278	.	298	.	1.74825	12.8	-1
881	chr4	38890755	38890855	.	847	.	9.16641	2.8	-1
881	chr4	38891042	38891443	.	719	.	7.42914	15.7	-1
881	chr4	38916341	38917221	.	675	.	6.83575	15.1	-1
882	chr4	38931375	38932016	.	433	.	3.57504	3.9	-1
882	chr4	38940151	38940938	.	616	.	6.04203	14.6	-1
882	chr4	38941052	38941220	.	800	.	8.52531	7.4	-1
882	chr4	38941271	38941473	.	673	.	6.80674	4.9	-1
882	chr4	38941715	38943000	.	479	.	4.19087	14.4	-1
882	chr4	38959059	38960835	.	446	.	3.74192	14.7	-1
882	chr4	38982827	38983643	.	637	.	6.31876	14.8	-1
882	chr4	38985870	38990560	.	538	.	4.98387	13.9	-1
882	chr4	38998133	38998891	.	409	.	3.24996	3.4	-1
882	chr4	39026697	39035869	.	1000	.	12.7797	13.2	-1
882	chr4	39037470	39040428	.	420	.	3.38937	14.4	-1
882	chr4	39044065	39053813	.	866	.	9.42101	13.1	-1
882	chr4	39055468	39056469	.	368	.	2.68994	1.9	-1
883	chr4	39062652	39066070	.	437	.	3.62044	13.6	-1
883	chr4	39126541	39127375	.	438	.	3.64074	7.4	-1
883	chr4	39127047	39137075	.	275	.	1.43397	1.7	-1
883	chr4	39136424	39137144	.	693	.	7.08169	14.8	-1
883	chr4	39167549	39167757	.	719	.	7.43669	7.2	-1
883	chr4	39167760	39167920	.	725	.	7.51932	4.2	-1
883	chr4	39168109	39168343	.	731	.	7.58971	9.4	-1
883	chr4	39168532	39168639	.	803	.	8.56674	2.4	-1
883	chr4	39168708	39168898	.	704	.	7.23664	5.4	-1
883	chr4	39168951	39169052	.	841	.	9.07566	2.7	-1
883	chr4	39182254	39186225	.	1000	.	11.6427	13.7	-1
885	chr4	39353409	39369311	.	825	.	8.86263	12.8	-1
885	chr4	39447475	39450959	.	538	.	4.98246	14.2	-1
110	chr4	39451964	39464031	.	1000	.	14.8032	13	-1
886	chr4	39470833	39472285	.	575	.	5.48438	14.9	-1
886	chr4	39523346	39524214	.	423	.	3.43213	6.2	-1
886	chr4	39525080	39532129	.	1000	.	13.5321	13.3	-1
886	chr4	39569889	39571640	.	723	.	7.49254	14.4	-1
886	chr4	39575593	39576725	.	364	.	2.6317	2.4	-1
887	chr4	39599537	39600170	.	524	.	4.7968	12	-1
887	chr4	39605400	39646540	.	650	.	6.50188	12.6	-1
887	chr4	39655386	39655948	.	425	.	3.46595	2.1	-1
887	chr4	39656955	39658149	.	428	.	3.50266	11.5	-1
887	chr4	39659077	39659475	.	797	.	8.49275	15.4	-1
887	chr4	39659582	39660088	.	613	.	6.00074	15.2	-1
887	chr4	39680191	39680489	.	710	.	7.30545	12.4	-1
887	chr4	39683433	39684588	.	668	.	6.74585	14.6	-1
887	chr4	39688658	39688778	.	734	.	7.63868	1.8	-1
110	chr4	39694002	39736309	.	516	.	4.6962	13.4	-1
887	chr4	39697828	39705341	.	1000	.	15.8228	13.9	-1
887	chr4	39714399	39714522	.	755	.	7.91814	2.5	-1
888	chr4	39715071	39716185	.	884	.	9.66835	14.4	-1
888	chr4	39716455	39716621	.	680	.	6.90242	3.1	-1
888	chr4	39717217	39718061	.	711	.	7.33096	14.6	-1
888	chr4	39720811	39720911	.	847	.	9.16641	2.8	-1
888	chr4	39721654	39721841	.	758	.	7.96547	7.3	-1
888	chr4	39726471	39727052	.	607	.	5.91636	14.8	-1
888	chr4	39727227	39727346	.	810	.	8.66573	3.6	-1
